order_id,cust_id,gender,Age,Profession,first_name,last_name,prod_id,product,product_category,product_sub_category,store_name,store_address,country,order_status,delivery_type,order_date,delivery_date,review_score,price,Spending Score (1-100),Quantity
450,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-03-31,2024-04-01,1,620,80,1
451,C_033,Female,65,Homemaker,Venus,Garnett,P_1001,Smartphone,Electronics,Standard,London West,Broadway,UK,Processing,In-Store,2024-04-01,2024-04-03,2,200,40,1
452,C_007,Male,27,Songwriter,Davidson,Pete,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-04-02,2024-04-05,3,25,55,1
453,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-03,2024-04-07,4,350,20,1
454,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-04-04,2024-04-09,5,35,50,1
455,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-04-05,2024-04-11,1,499,38,1
456,C_032,Male,40,Engineer,Tony,Sebastian,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Germany,Delivered,Online,2024-04-06,2024-04-13,2,620,99,3
457,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-04-07,2024-04-15,3,200,7,1
458,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-04-08,2024-04-17,4,25,86,1
459,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-04-09,2024-04-19,5,350,44,1
460,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-04-10,2024-04-11,1,35,28,1
461,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-04-11,2024-04-13,2,499,56,1
462,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-04-12,2024-04-15,3,620,29,1
463,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-04-13,2024-04-17,4,200,96,1
464,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-04-14,2024-04-19,5,25,11,3
465,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-15,2024-04-21,1,350,41,1
466,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-04-16,2024-04-23,2,35,31,1
467,C_013,Male,54,Entertainment,Glen,Pokk,P_1005,Tablet,Accessories,Budget,Amsterdam Mall,Broadway,Australia,Processing,Pickup,2024-04-17,2024-04-25,3,499,80,2
468,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-04-18,2024-04-27,4,620,53,1
469,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-04-19,2024-04-29,5,200,12,1
470,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-04-20,2024-04-21,1,25,22,2
471,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-04-21,2024-04-23,2,350,46,1
472,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-04-22,2024-04-25,3,35,28,1
473,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-04-23,2024-04-27,4,499,50,1
474,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-04-24,2024-04-29,5,620,92,2
475,C_013,Male,54,Entertainment,GLen,Pokk,P_1001,Smartphone,Electronics,Standard,Amsterdam Mall,Broadway,Australia,Processing,In-Store,2024-04-25,2024-05-01,1,200,92,3
476,C_016,Female,42,Entertainment,Isabel,Pearce,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-04-26,2024-05-03,2,25,45,1
477,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-04-27,2024-05-05,3,350,42,1
478,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-04-28,2024-05-07,4,35,30,1
479,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-04-29,2024-05-09,5,499,66,1
480,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-04-30,2024-05-01,1,620,85,3
481,C_017,Male,58,Artist,Jakob,Neve,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-05-01,2024-05-03,2,200,71,1
482,C_026,Male,21,Barista,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-05-02,2024-05-05,3,25,43,1
483,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-05-03,2024-05-07,4,350,81,1
484,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-05-04,2024-05-09,5,35,60,1
485,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-05-05,2024-05-11,1,499,34,1
486,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-05-06,2024-05-13,2,620,59,3
487,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-05-07,2024-05-15,3,200,81,1
488,C_032,Male,40,Engineer,Tony,Sebastian,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,Germany,Delivered,Pickup,2024-05-08,2024-05-17,4,25,25,1
489,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-05-09,2024-05-19,5,350,34,1
490,C_026,Male,21,Barista,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-05-10,2024-05-11,1,35,81,1
491,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-05-11,2024-05-13,2,499,97,2
492,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-05-12,2024-05-15,3,620,88,1
493,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-05-13,2024-05-17,4,200,6,1
494,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-05-14,2024-05-19,5,25,20,1
495,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-05-15,2024-05-21,1,350,54,1
496,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-05-16,2024-05-23,2,35,17,1
497,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-05-17,2024-05-25,3,499,65,1
498,C_026,Male,21,Barista,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-05-18,2024-05-27,4,620,96,1
499,C_004,Male,33,Barista,Brewster,Michael,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,Broadway,Cyprus,Processing,In-Store,2024-05-19,2024-05-29,5,200,3,1
500,C_016,Female,42,Entertainment,Isabel,Pearce,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-05-20,2024-05-21,1,25,91,1
501,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-05-21,2024-05-23,2,350,96,1
502,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-05-22,2024-05-25,3,35,61,1
503,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-05-23,2024-05-27,4,499,21,1
504,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-05-24,2024-05-29,5,620,17,1
505,C_019,Female,34,Lawyer,Jessica,Danforth,P_1001,Smartphone,Electronics,Standard,New York Mall,High St,USA,Cancelled,In-Store,2024-05-25,2024-05-31,1,200,10,1
506,C_026,Male,21,Executive,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-05-26,2024-06-02,2,25,90,1
507,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,Broadway,UK,Processing,Online,2024-05-27,2024-06-04,3,350,30,1
508,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-05-28,2024-06-06,4,35,16,1
509,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-05-29,2024-06-08,5,499,63,1
510,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-05-30,2024-05-31,1,620,47,1
511,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-05-31,2024-06-02,2,200,17,1
512,C_032,Male,40,Engineer,Tony,Sebastian,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,Germany,Delivered,Pickup,2024-06-01,2024-06-04,3,25,96,1
513,C_012,Female,19,Healthcare,Emily,Jerry,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-06-02,2024-06-06,4,350,29,1
514,C_026,Male,21,Healthcare,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-06-03,2024-06-08,5,35,70,1
515,C_025,Male,24,Barista,Martin,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-06-04,2024-06-10,1,499,1,1
516,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-06-05,2024-06-12,2,620,91,1
517,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-06,2024-06-14,3,200,87,1
518,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-06-07,2024-06-16,4,25,94,1
519,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-06-08,2024-06-18,5,350,2,1
520,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-06-09,2024-06-10,1,35,38,1
521,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-06-10,2024-06-12,2,499,49,1
522,C_026,Male,21,Engineer,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-06-11,2024-06-14,3,620,60,1
523,C_033,Female,65,Homemaker,Venus,Garnett,P_1001,Smartphone,Electronics,Standard,London West,Broadway,UK,Processing,In-Store,2024-06-12,2024-06-16,4,200,2,1
524,C_033,Male,65,Homemaker,Venus,Garnett,P_1002,Headphones,Accessories,Budget,London West,Main St,UK,Delivered,Pickup,2024-06-13,2024-06-18,5,25,63,1
525,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-06-14,2024-06-20,1,350,2,1
526,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-06-15,2024-06-22,2,35,59,1
527,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-06-16,2024-06-24,3,499,74,1
528,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-06-17,2024-06-26,4,620,21,1
529,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-06-18,2024-06-28,5,200,17,1
530,C_026,Male,21,Artist,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-06-19,2024-06-20,1,25,92,1
531,C_001,Male,37,Artist,Alex,Taylor,P_1003,Shoes,Fashion,Premium,Netherlands Mall,Market Rd,Netherlands,Processing,Online,2024-06-20,2024-06-22,2,350,44,2
532,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-06-21,2024-06-24,3,35,66,1
533,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-06-22,2024-06-26,4,499,45,1
534,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-06-23,2024-06-28,5,620,59,1
535,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-06-24,2024-06-30,1,200,73,1
536,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-06-25,2024-07-02,2,25,17,1
537,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,High St,UK,Cancelled,Online,2024-06-26,2024-07-04,3,350,33,1
538,C_026,Male,21,Engineer,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-06-27,2024-07-06,4,35,92,1
539,C_033,Female,65,Homemaker,Venus,Garnett,P_1005,Tablet,Accessories,Budget,London West,Broadway,UK,Processing,Pickup,2024-06-28,2024-07-08,5,499,14,1
540,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-01-01,2024-01-02,1,620,95,1
541,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-02,2024-01-04,2,200,51,1
542,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-01-03,2024-01-06,3,25,30,1
543,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-04,2024-01-08,4,350,87,1
544,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-01-05,2024-01-10,5,35,23,1
545,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-06,2024-01-12,1,499,1,1
546,C_026,Male,21,,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-01-07,2024-01-14,2,620,26,1
547,C_033,Female,65,Homemaker,Venus,Garnett,P_1001,Smartphone,Electronics,Standard,London West,Broadway,UK,Processing,In-Store,2024-01-08,2024-01-16,3,200,83,2
548,C_006,Male,25,Artist,David,Campbell,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,Netherlands,Delivered,Pickup,2024-01-09,2024-01-18,4,25,85,1
549,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-01-10,2024-01-20,5,350,40,1
550,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-01-11,2024-01-12,1,35,88,2
551,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-01-12,2024-01-14,2,499,65,1
552,C_018,Male,64,Healthcare,James,Smith,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Main St,Cyprus,Delivered,Online,2024-01-13,2024-01-16,3,620,12,1
553,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-14,2024-01-18,4,200,59,1
554,C_026,Male,21,Marketing,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-01-15,2024-01-20,5,25,62,2
555,C_019,Female,34,Lawyer,Jessica,Danforth,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-16,2024-01-22,1,350,62,1
556,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-01-17,2024-01-24,2,35,99,3
557,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-18,2024-01-26,3,499,63,1
558,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-01-19,2024-01-28,4,620,96,2
559,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-01-20,2024-01-30,5,200,5,1
560,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-01-21,2024-01-22,1,25,89,1
561,C_033,Female,65,Homemaker,Venus,Garnett,P_1003,Shoes,Fashion,Premium,London West,High St,UK,Cancelled,Online,2024-01-22,2024-01-24,2,350,52,1
562,C_026,Male,21,Lawyer,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-01-23,2024-01-26,3,35,12,1
563,C_028,Female,20,Engineer,Olivia,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-01-24,2024-01-28,4,499,25,1
564,C_015,Female,48,Doctor,Helen,Renn,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-01-25,2024-01-30,5,620,3,1
565,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-01-26,2024-02-01,1,200,100,1
566,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-01-27,2024-02-03,2,25,67,1
567,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-01-28,2024-02-05,3,350,14,1
568,C_018,Male,64,Healthcare,James,Smith,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Main St,Cyprus,Delivered,In-Store,2024-01-29,2024-02-07,4,35,13,1
569,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-01-30,2024-02-09,5,499,82,1
570,C_026,Male,21,Engineer,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-01-31,2024-02-01,1,620,37,1
571,C_019,Female,34,Lawyer,Jessica,Danforth,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-02-01,2024-02-03,2,200,65,1
572,C_010,Male,26,Lawyer,Dunn,Ryan,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-02-02,2024-02-05,3,25,24,1
573,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-03,2024-02-07,4,350,61,1
574,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-02-04,2024-02-09,5,35,31,1
575,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-02-05,2024-02-11,1,499,23,1
576,C_032,Male,40,Engineer,Tony,Sebastian,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,Germany,Delivered,Online,2024-02-06,2024-02-13,2,620,34,1
577,C_012,Female,19,Healthcare,Emily,Jerry,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-07,2024-02-15,3,200,98,1
578,C_026,Male,21,Artist,Michael,Canfield,P_1002,Headphones,Accessories,Budget,Amsterdam Mall,Market Rd,Australia,Returned,Pickup,2024-02-08,2024-02-17,4,25,84,1
579,C_026,Female,21,Healthcare,Michael,Canfield,P_1003,Shoes,Fashion,Premium,Amsterdam Mall,Broadway,Australia,Processing,Online,2024-02-09,2024-02-19,5,350,89,1
580,C_015,Female,48,Doctor,Helen,Renn,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,USA,Delivered,In-Store,2024-02-10,2024-02-11,1,35,53,1
581,C_009,Female,45,Doctor,Debby,Black,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-02-11,2024-02-13,2,499,1,1
582,C_008,Male,22,Executive,Dean,Kelly,P_1006,Laptop,Electronics,Premium,Nicosia Mall,Market Rd,Cyprus,Returned,Online,2024-02-12,2024-02-15,3,620,67,1
583,C_014,Female,35,Executive,Hannah,Muller,P_1001,Smartphone,Electronics,Standard,New York Mall,Broadway,USA,Processing,In-Store,2024-02-13,2024-02-17,4,200,62,1
584,C_018,Male,64,Healthcare,James,Smith,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Main St,Cyprus,Delivered,Pickup,2024-02-14,2024-02-19,5,25,56,1
585,C_016,Female,42,Entertainment,Isabel,Pearce,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-15,2024-02-21,1,350,85,1
586,C_026,Male,21,Artist,Michael,Canfield,P_1004,Backpack,Fashion,Standard,Amsterdam Mall,Market Rd,Australia,Returned,In-Store,2024-02-16,2024-02-23,2,35,98,2
587,C_028,Female,20,Engineer,Olivia,Taylor,P_1005,Tablet,Accessories,Budget,Berlin Mitte,Broadway,Germany,Processing,Pickup,2024-02-17,2024-02-25,3,499,75,1
588,C_030,Male,32,Artist,Santos,Brown,P_1006,Laptop,Electronics,Premium,Berlin Mitte,Main St,USA,Delivered,Online,2024-02-18,2024-02-27,4,620,2,1
589,C_009,Female,45,Doctor,Debby,Black,P_1001,Smartphone,Electronics,Standard,Nicosia Mall,High St,Cyprus,Cancelled,In-Store,2024-02-19,2024-02-29,5,200,25,1
590,C_008,Male,22,Executive,Dean,Kelly,P_1002,Headphones,Accessories,Budget,Nicosia Mall,Market Rd,Cyprus,Returned,Pickup,2024-02-20,2024-02-21,1,25,14,1
591,C_014,Female,35,Executive,Hannah,Muller,P_1003,Shoes,Fashion,Premium,New York Mall,Broadway,USA,Processing,Online,2024-02-21,2024-02-23,2,350,52,1
592,C_032,Male,40,Engineer,Tony,Sebastian,P_1004,Backpack,Fashion,Standard,Berlin Mitte,Main St,Germany,Delivered,In-Store,2024-02-22,2024-02-25,3,35,31,1
593,C_012,Female,19,Healthcare,Emily,Jerry,P_1005,Tablet,Accessories,Budget,Nicosia Mall,High St,Cyprus,Cancelled,Pickup,2024-02-23,2024-02-27,4,499,16,1
594,C_026,Male,21,Doctor,Michael,Canfield,P_1006,Laptop,Electronics,Premium,Amsterdam Mall,Market Rd,Australia,Returned,Online,2024-02-24,2024-02-29,5,620,41,1
595,C_028,Female,20,Engineer,Olivia,Taylor,P_1001,Smartphone,Electronics,Standard,Berlin Mitte,Broadway,Germany,Processing,In-Store,2024-02-25,2024-03-02,1,200,77,1
596,C_030,Male,32,Artist,Santos,Brown,P_1002,Headphones,Accessories,Budget,Berlin Mitte,Main St,USA,Delivered,Pickup,2024-02-26,2024-03-04,2,25,88,1
597,C_009,Female,45,Doctor,Debby,Black,P_1003,Shoes,Fashion,Premium,Nicosia Mall,High St,Cyprus,Cancelled,Online,2024-02-27,2024-03-06,3,350,51,2
598,C_008,Male,22,Executive,Dean,Kelly,P_1004,Backpack,Fashion,Standard,Nicosia Mall,Market Rd,Cyprus,Returned,In-Store,2024-02-28,2024-03-08,4,35,40,3
599,C_014,Female,35,Executive,Hannah,Muller,P_1005,Tablet,Accessories,Budget,New York Mall,Broadway,USA,Processing,Pickup,2024-02-29,2024-03-10,5,499,29,1
